Unnamed: 0,Cuisine,Dish Name,Ingredients,Calories,Carbs,Fat,Protein,Recipe_url
140, Australian and New Zealander,Hawaiian Coconut-Banana Bread,coconut flour flour xylitol coconut sugar ground flaxseed meal baking soda salt overripe banana sweet cream butter room temperature coconut milk egg macadamia nut,258,33,15,4,https://www.allrecipes.com/recipe/278722/hawaiian-coconut-banana-bread/
141, Australian and New Zealander,Victor's Non-Dairy Hawaiian Coconut Mochi Cake,almond milk sugar egg beaten vegan margarine vanilla extract baking powder sweet rice flour coconut flake,518,86,18,6,https://www.allrecipes.com/recipe/270758/victors-non-dairy-hawaiian-coconut-mochi-cake/
142, Australian and New Zealander,Pavlova Deluxe,egg cream tartar sugar cornstarch vinegar cream vanilla extract confectioner sugar passion fruit,254,30,14,4,https://www.allrecipes.com/recipe/12138/pavlova-deluxe/
143, Australian and New Zealander,Best Hawaiian Banana Nut Bread,flour sugar light brown sugar baking soda ground cinnamon baking powder salt banana canola oil pineapple coconut walnut macadamia nut egg beaten applesauce vanilla extract lemon extract coconut extract butter room temperature sugar walnut macadamia nut milk,441,54,24,5,https://www.allrecipes.com/recipe/223067/best-hawaiian-banana-nut-bread/
144, Australian and New Zealander,A Drama Queen's Pavlova,egg salt vinegar castor sugar superfine sugar vanilla extract coconut cream strawberry kiwifruit lengthwise peach blueberry,207,40,5,3,https://www.allrecipes.com/recipe/83706/a-drama-queens-pavlova/
145, Australian and New Zealander,Apricot Anzac Biscuits,margarine margarine syrup water baking soda oat flour raw sugar coconut apricot,219,29,11,3,https://www.allrecipes.com/recipe/246996/apricot-anzac-biscuits/
146, Australian and New Zealander,Nada's Baba Cake,egg vegetable oil superfine sugar vanilla sugar self-rising flour cocoa powder,208,37,5,4,https://www.allrecipes.com/recipe/25611/nadas-baba-cake/
147, Australian and New Zealander,Louise Cake,butter room temperature sugar egg yolk room temperature vanilla extract flour baking powder raspberry jam,423,59,19,5,https://www.allrecipes.com/recipe/268395/louise-cake/
148, Australian and New Zealander,Australian-Style Pumpkin Scones,butter room temperature self-rising flour sugar baking powder salt cooked pumpkin egg,128,26,2,3,https://www.allrecipes.com/recipe/245041/australian-style-pumpkin-scones/
149, Australian and New Zealander,Australian Federation Biscuits,butter sugar egg baking soda water date raisin flour ground cinnamon walnut,93,13,4,1,https://www.allrecipes.com/recipe/25814/australian-federation-biscuits/
150, Australian and New Zealander,Frozen Lemon Pavlova,cornstarch egg sugar ground cinnamon sugar almond,476,77,17,8,https://www.allrecipes.com/recipe/165687/frozen-lemon-pavlova/
151, Australian and New Zealander,Honeycomb with Golden Syrup,sugar syrup baking soda,101,26,0,0,https://www.allrecipes.com/recipe/246685/honeycomb-with-golden-syrup/
152, Australian and New Zealander,Hawaiian Chocolate Macadamia Nut Tart,macadamia nut piece coconut flake pie crust semi-sweet chocolate chip egg beaten vanilla extract light corn syrup sugar margarine butter,707,82,43,7,https://www.allrecipes.com/recipe/112281/hawaiian-chocolate-macadamia-nut-tart/
153, Australian and New Zealander,Crispy Ginger Biscuits,butter sugar brown sugar egg ground ginger salt self-rising flour ginger sugar,124,21,4,1,https://www.allrecipes.com/recipe/246686/crispy-ginger-biscuits/
154, Australian and New Zealander,Orange Pikelets,orange juice orange juice sugar self-rising flour self-rising flour salt cooking spray,79,18,0,1,https://www.allrecipes.com/recipe/246994/orange-pikelets/
155, Australian and New Zealander,ANZAC Biscuits with Almonds,quick cooking oat flour almond sugar butter baking soda syrup water,85,10,5,1,https://www.allrecipes.com/recipe/19286/anzac-biscuits-with-almonds/
156, Australian and New Zealander,Hawaii Five-O So Good Ice Cream,pineapple syrup cream brown sugar cooked luncheon meat brown sugar dragon fruit cubed,432,41,29,5,https://www.allrecipes.com/recipe/265857/hawaii-five-o-so-good-ice-cream/
157, Austrian,Linzer Tarts,butter sugar purpose flour ground almond ground cinnamon rapberry jam confectioner sugar decoration,442,40,30,7,https://www.allrecipes.com/recipe/10573/linzer-tarts/
158, Austrian,Air Fryer Wiener Schnitzel,veal scallopini cut lemon juice salt ground pepper flour egg parsley panko bread crumb nonstick cooking spray lemon cut wedge,215,28,7,18,https://www.allrecipes.com/recipe/279163/air-fryer-wiener-schnitzel/
159, Austrian,Dobos Torte,egg egg yolk sugar milk lemon zest salt vanilla extract flour sugar recipe chocolate buttercream,242,46,4,6,https://www.allrecipes.com/recipe/7650/dobos-torte/
160, Austrian,Vienna Schnitzel,oil deep pork sirloin cake flour dry bread crumb egg milk salt pepper,542,45,25,32,https://www.allrecipes.com/recipe/21427/vienna-schnitzel/
161, Austrian,Kaiserschmarrn,raisin rum egg milk sugar vanilla extract pinch salt flour butter butter confectioner sugar apple sauce plum preserve,507,70,16,14,https://www.allrecipes.com/recipe/141136/kaiserschmarrn/
162, Austrian,German Wiener Schnitzel,veal flour egg vegetable oil salt pepper bread crumb oil,435,51,12,27,https://www.allrecipes.com/recipe/47599/wiener-schnitzel/
163, Austrian,Strudel Dough,flour baking powder salt egg beaten vegetable oil sugar water,49,7,2,1,https://www.allrecipes.com/recipe/19564/strudel-dough/
164, Austrian,Sacher Torte,semisweet chocolate butter confectioner sugar confectioner sugar egg sugar sugar cake flour,470,63,23,7,https://www.allrecipes.com/recipe/110312/sacher-torte/
165, Austrian,Austrian Linzer Torte,flour ground almond sugar baking powder ground cinnamon ground clove butter egg yolk currant jam,473,48,29,8,https://www.allrecipes.com/recipe/262623/austrian-linzer-torte/
166, Austrian,Viennese Crescent Holiday Cookies,flour butter hazelnut ground confectioner sugar salt vanilla extract confectioner sugar vanilla bean,95,11,5,1,https://www.allrecipes.com/recipe/16006/viennese-crescent-holiday-cookies/
167, Austrian,Potato Plum Dumplings,russet potato salt butter egg beaten farina flour prune plum sugar butter sugar dry bread crumb butter sugar garnish,326,53,10,7,https://www.allrecipes.com/recipe/48308/potato-plum-dumplings/
168, Austrian,Vanille Kipferl II,flour salt butter confectioner sugar egg vanilla sugar ground almond confectioner sugar vanilla sugar,109,12,6,2,https://www.allrecipes.com/recipe/10730/vanille-kipferl-ii/
169, Austrian,Tyrolean Nut Cake (Tiroler Nusskuchen),butter room temperature baking dish dry bread crumb egg sugar vanilla sugar dry wine flour ground cinnamon baking powder salt ground hazelnut chocolate chip,432,36,30,8,https://www.allrecipes.com/recipe/264607/tyrolean-nut-cake-tiroler-nusskuchen/
170, Austrian,Viennese Chocolate-Nut Cake,margarine sugar egg flour cornstarch ground hazelnut cocoa powder confectioner sugar,512,51,33,6,https://www.allrecipes.com/recipe/265008/viennese-chocolate-nut-cake/
171, Austrian,Austrian Jam Cookies,butter sugar vanilla extract egg yolk flour almond raspberry jam,88,13,4,1,https://www.allrecipes.com/recipe/11550/austrian-jam-cookies/
172, Austrian,Chocolate Black Tea Cake,egg butter sugar tea cold flour baking powder dry bread crumb cocoa powder hazelnut,421,49,24,7,https://www.allrecipes.com/recipe/36171/chocolate-black-tea-cake/
173, Austrian,Raspberry Linzer Cookies,flour baking soda salt ground cinnamon sugar butter room temperature egg substitute vanilla extract seedless rapberry jam confectioner sugar,82,13,3,1,https://www.allrecipes.com/recipe/229769/raspberry-linzer-cookies/
174, Austrian,Austrian Peach Cookies II,butter sugar egg vanilla extract flour baking powder milk semisweet chocolate chip apricot jam ground rum water sugar food yellow food,937,156,31,12,https://www.allrecipes.com/recipe/20137/austrian-peach-cookies-ii/
175, Austrian,Linzer Cookies,flour baking powder salt butter brown sugar ground cinnamon lemon zest egg vanilla extract almond,228,25,13,5,https://www.allrecipes.com/recipe/26163/linzer-cookies/
176, Austrian,Kaiserschmarren – Austrian Torn Pancakes,egg flour milk sugar vanilla extract salt lemon juice butter sugar,768,86,35,24,https://www.allrecipes.com/kaiserschmarren-austrian-torn-pancakes-recipe-7483030
177, Austrian,Austrian Tafelspitz with Apple-Horseradish Sauce (Emperor's Boiled Beef),beef soup bone salt beef eye round roast onion carrot celery leek garlic parsley bay leaf ground nutmeg chive,307,14,8,44,https://www.allrecipes.com/recipe/284102/austrian-tafelspitz-with-apple-horseradish-sauce-emperors-boiled-beef/
178, Austrian,Apple Strudel II,flour egg beaten lukewarm water sugar lard salt butter bread crumb ground walnut apple raisin ground cinnamon sugar,620,87,29,7,https://www.allrecipes.com/recipe/19568/apple-strudel-ii/
179, Austrian,Italian Capezzoli di Venere (Chocolate Truffles of Venus),quality dark chocolate chestnut butter sugar brandy vanilla extract quality chocolate food,99,12,5,1,https://www.allrecipes.com/recipe/213186/italian-capezzoli-di-venere-chocolate-truffles-of-venus/
180, Austrian,Linzer Torte Cookies,sugar butter egg lemon zest flour almond ground ground cinnamon ground clove raspberry jam,114,17,5,1,https://www.allrecipes.com/recipe/9583/linzer-torte-cookies/
181, Bangladeshi,Beef Samosas,potato frozen pea thawed vegetable oil cumin seed bay leaf ground beef onion garlic ginger root salt ground cumin ground coriander ground turmeric chili powder ground cinnamon ground cardamom ground pepper oil deep cilantro chile pepper phyllo dough,258,24,15,8,https://www.allrecipes.com/recipe/24871/beef-samosas/
182, Bangladeshi,Indian Fish Curry,canola oil dijon mustard ground pepper salt fish fillet onion garlic ginger root cashew half cayenne pepper ground cumin ground coriander sugar ground turmeric tomato vegetable broth cilantro,338,12,14,42,https://www.allrecipes.com/recipe/213238/indian-fish-curry/
183, Bangladeshi,Bengali Chicken Curry with Potatoes,oil onion paste tomato cayenne pepper curry powder garam masala ground turmeric ground cumin boneless chicken breast half cut bite-size piece potato cilantro,368,42,10,28,https://www.allrecipes.com/recipe/215055/bengali-chicken-curry-with-potatoes/
184, Bangladeshi,Authentic Bangladeshi Beef Curry,oil onion garlic chile pepper ginger paste cardamom seed clove cinnamon stick ground cumin ground coriander ground turmeric garlic powder cayenne pepper water boneless beef chuck cut piece,320,9,23,20,https://www.allrecipes.com/recipe/193585/authentic-bangladeshi-beef-curry/
185, Bangladeshi,Butter Lamb Gravy,boneless lamb shoulder cut inch piece garam masala salt butter onion ground turmeric ginger garlic cayenne pepper tomato paste water cream honey cilantro,321,8,22,23,https://www.allrecipes.com/recipe/150812/butter-lamb-gravy/
186, Bangladeshi,Bengali Dhal,lentil water onion garlic ground turmeric bay leaf cherry tomato salt serrano chile pepper vegetable oil cilantro,224,34,4,13,https://www.allrecipes.com/recipe/160111/bengali-dhal/
187, Bangladeshi,Machhere Jhol (Bengali Fish Curry),tomato ground cumin ground turmeric salt water vegetable oil thick whitefish fillet cut chunk mustard seed cumin seed cumin seed fennel seed fenugreek seed,367,6,18,45,https://www.allrecipes.com/recipe/208041/machhere-jhol-bengali-fish-curry/
188, Bangladeshi,Egg and Potato Curry,vegetable oil onion tomato chile pepper garlic paste ginger paste ground coriander ground cumin garam masala ground turmeric cayenne pepper salt water potato cooked cut cube egg cilantro,671,56,39,27,https://www.allrecipes.com/recipe/233325/egg-and-potato-curry/
189, Bangladeshi,Prawn Malai Curry,cardamom seed clove cinnamon stick vegetable oil clove cardamom pod stick cinnamon onion ginger paste garlic paste ground turmeric cayenne pepper tomato water coconut milk tiger prawn ghee,343,14,21,25,https://www.allrecipes.com/recipe/213244/prawn-malai-curry/
190, Bangladeshi,Gulab Jamun or Kala Jam (Waffle Balls),water sugar ground cardamom water saffron instant dry milk powder flour baking soda butter plain yogurt vegetable oil,187,36,5,1,https://www.allrecipes.com/recipe/246739/gulab-jamun-or-kala-jam-waffle-balls/
191, Bangladeshi,Spicy Crab Curry - Bangla Style,dungeness crab shell ground turmeric salt mustard seed water mustard oil onion potato lengthwise cut crosswise slice clove cinnamon stick cardamom pod peppercorn tomato thai chile garlic paste ginger paste cayenne pepper salt sugar,247,31,6,19,https://www.allrecipes.com/recipe/213237/spicy-crab-curry-bangla-style/
192, Bangladeshi,Spicy Potato Noodles (Bataka Sev),chile pepper garlic ginger salt ground turmeric vegetable oil,336,35,18,9,https://www.allrecipes.com/recipe/213577/spicy-potato-noodles-bataka-sev/
193, Belgian,"Cream Puff ""Crack Buns"" (Choux au Craquelin)",butter light brown sugar flour salt,257,26,16,4,https://www.allrecipes.com/recipe/268309/cream-puff-crack-buns-choux-au-craquelin/
194, Belgian,Belgian Iron Cookies,flour brown sugar egg butter vanilla extract salt whiskey,249,40,8,5,https://www.allrecipes.com/recipe/10613/belgian-iron-cookies/
195, Belgian,Speculaas,flour ground cinnamon ground clove ground ginger baking powder salt butter packed brown sugar egg almond,368,48,18,5,https://www.allrecipes.com/recipe/9836/speculaas/
196, Belgian,Chocolate Chip Belgian Waffles,egg flour milk chocolate chip vegetable oil sugar baking powder vanilla extract salt nonstick cooking spray,480,52,27,10,https://www.allrecipes.com/recipe/281824/chocolate-chip-belgian-waffles/
197, Belgian,Waterzooi (Vaterzoy),vegetable oil fryer boiler chicken cut piece leek onion celery salt water chicken bouillon granule nutmeg flour lemon juice cream egg yolk parsley,341,7,24,23,https://www.allrecipes.com/recipe/23375/waterzooi-vaterzoy/
198, Belgian,Booyah Chicken,chicken cut piece cubed beef stew meat pork shoulder roast water chicken broth garlic bay leaf water cover vegetable oil onion carrot celery garlic potato bean cut inch piece tomato salt rosemary ground pepper thyme frozen pea lemon zest pepper parsley garnish,664,28,35,56,https://www.allrecipes.com/recipe/20936/booyah-chicken/
199, Belgian,Mom's Belgian Waffles,flour baking soda salt buttermilk butter room temperature egg,414,54,16,14,https://www.allrecipes.com/recipe/281825/moms-belgian-waffles/
200, Brazilian,Brazilian Cheese Bread (Pao de Queijo),oil butter water milk soy milk salt tapioca flour garlic parmesan cheese beaten egg,385,40,23,6,https://www.allrecipes.com/recipe/98554/brazilian-cheese-bread-pao-de-queijo/
201, Brazilian,Brazilian Grilled Pineapple,brown sugar ground cinnamon pineapple cut wedge,255,66,0,1,https://www.allrecipes.com/recipe/235932/brazilian-grilled-pineapple/
202, Brazilian,Brazilian Lemonade,lime water sugar milk ice cube,152,36,1,1,https://www.allrecipes.com/recipe/54083/brazilian-lemonade/
203, Brazilian,Brigadeiro,milk cocoa butter,70,11,2,2,https://www.allrecipes.com/recipe/24052/brigadeiro/
204, Brazilian,Caipirinha,lime sugar cachaça ice cube,0,0,0,0,https://www.allrecipes.com/recipe/20210/caipirinha/
205, Brazilian,Mom's Stovetop Pork Ribs,pork sparerib soy sauce garlic rosemary oregano bay leaf lime juiced parsley ground pepper lime cut wedge,461,11,32,34,https://www.allrecipes.com/recipe/75811/moms-stovetop-pork-ribs/
